Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,Nature,Reporting Type,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),242,Fiji,2012,42976.85162,2012,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),242,Fiji,2016,140241.82659,2016,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),242,Fiji,2018,155724,2018,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),242,Fiji,2019,77756,2019,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),246,Finland,2005,610,2005,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),246,Finland,2006,453,2006,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),246,Finland,2007,325,2007,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),246,Finland,2008,450,2008,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),246,Finland,2009,338,2009,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),246,Finland,2010,324,2010,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),246,Finland,2011,231,2011,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),246,Finland,2012,400,2012,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),246,Finland,2013,245,2013,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),246,Finland,2014,275,2014,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),246,Finland,2015,207,2015,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),246,Finland,2016,267,2016,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),246,Finland,2017,273,2017,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),246,Finland,2018,305,2018,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),246,Finland,2019,68,2019,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),250,France,2016,4367,2016,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),250,France,2017,11611,2017,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),250,France,2018,8526,2018,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),262,Djibouti,2005,44,2005,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),262,Djibouti,2006,324.5,2006,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),262,Djibouti,2007,27,2007,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),262,Djibouti,2008,75,2008,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),262,Djibouti,2009,141,2009,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),262,Djibouti,2010,39,2010,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),262,Djibouti,2011,157,2011,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),262,Djibouti,2012,13,2012,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),268,Georgia,2017,103,2017,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),268,Georgia,2018,198,2018,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),268,Georgia,2019,90.77097,2019,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),270,Gambia,2008,710,2008,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),270,Gambia,2009,16608,2009,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),270,Gambia,2010,53822,2010,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),270,Gambia,2012,428000,2012,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),270,Gambia,2013,3300,2013,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),270,Gambia,2015,2147.94684,2015,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),270,Gambia,2016,29403.89044,2016,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),270,Gambia,2017,56149,2017,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),270,Gambia,2018,76651.83387,2018,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),270,Gambia,2019,77477,2019,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),275,State of Palestine,2005,6.35685,2005,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),275,State of Palestine,2006,6.35685,2006,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),275,State of Palestine,2008,10,2008,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),275,State of Palestine,2009,975.34167,2009,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),275,State of Palestine,2010,408.78498,2010,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),275,State of Palestine,2012,223.10725,2012,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),275,State of Palestine,2013,2016.35444,2013,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),275,State of Palestine,2015,1737,2015,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),275,State of Palestine,2016,2303,2016,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),275,State of Palestine,2017,2063,2017,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,1.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),275,State of Palestine,2018,305,2018,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
